"AGE","SEX","GEO","HLTH_PB","TIME","ISCED11","UNIT","Value","Flag and Footnotes"
"From 45 to 64 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"From 45 to 64 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.3",""
"From 45 to 64 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 45 to 64 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 45 to 64 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 45 to 64 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.3",""
"From 45 to 64 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.5",""
"From 45 to 64 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 45 to 64 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 45 to 64 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 45 to 64 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.6",""
"From 45 to 64 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.2",""
"From 45 to 64 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 45 to 64 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"From 45 to 64 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 45 to 64 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1","e"
"From 45 to 64 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"From 45 to 64 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"From 45 to 64 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 45 to 64 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.0",""
"From 45 to 64 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.4",""
"From 45 to 64 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 45 to 64 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 45 to 64 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"From 45 to 64 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"From 45 to 64 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"From 45 to 64 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 45 to 64 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.4",""
"From 45 to 64 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.0",""
"From 45 to 64 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 45 to 64 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.3",""
"From 45 to 64 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.7",""
"From 45 to 64 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"From 45 to 64 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.0",""
"From 45 to 64 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 45 to 64 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","16.2",""
"From 45 to 64 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 45 to 64 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.1",""
"From 45 to 64 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 45 to 64 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 45 to 64 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.4",""
"From 45 to 64 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.8",""
"From 45 to 64 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"From 45 to 64 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 45 to 64 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.1",""
"From 55 to 64 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.6","e"
"From 55 to 64 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.3",""
"From 55 to 64 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 55 to 64 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"From 55 to 64 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"From 55 to 64 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.5",""
"From 55 to 64 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 55 to 64 years","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 55 to 64 years","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.1",""
"From 55 to 64 years","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6",""
"From 55 to 64 years","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 55 to 64 years","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 55 to 64 years","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 55 to 64 years","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 55 to 64 years","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 55 to 64 years","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 55 to 64 years","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.3",""
"From 55 to 64 years","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 55 to 64 years","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 55 to 64 years","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4",""
"From 55 to 64 years","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.3",""
"From 55 to 64 years","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 55 to 64 years","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 55 to 64 years","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 55 to 64 years","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.0",""
"From 55 to 64 years","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.7",""
"From 55 to 64 years","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.4",""
"From 55 to 64 years","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 55 to 64 years","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 55 to 64 years","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.0",""
"From 55 to 64 years","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4","e"
"From 55 to 64 years","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"From 55 to 64 years","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.4",""
"From 55 to 64 years","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"From 55 to 64 years","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"From 55 to 64 years","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"From 55 to 64 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 55 to 64 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 55 to 64 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 55 to 64 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 55 to 64 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 55 to 64 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 55 to 64 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"From 55 to 64 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"From 55 to 64 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.2",""
"From 55 to 64 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"From 55 to 64 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.8",""
"From 55 to 64 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 55 to 64 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 55 to 64 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 55 to 64 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.2",""
"From 55 to 64 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 55 to 64 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 55 to 64 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 55 to 64 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.8",""
"From 55 to 64 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 55 to 64 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.7",""
"From 55 to 64 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 55 to 64 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"From 55 to 64 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 55 to 64 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.7","e"
"From 55 to 64 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
"From 55 to 64 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 55 to 64 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 55 to 64 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.0",""
"From 55 to 64 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"From 55 to 64 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4",""
"From 55 to 64 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 55 to 64 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.1",""
"From 55 to 64 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.3",""
"From 55 to 64 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 55 to 64 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 55 to 64 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.3",""
"From 55 to 64 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.1",""
"From 55 to 64 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 55 to 64 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 55 to 64 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","16.5",""
"From 55 to 64 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.3",""
"From 55 to 64 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 55 to 64 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 55 to 64 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","18.0",""
"From 55 to 64 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 55 to 64 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 55 to 64 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"From 55 to 64 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 55 to 64 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.6",""
"From 55 to 64 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.0",""
"From 55 to 64 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 55 to 64 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.1",""
"From 55 to 64 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.4",""
"From 65 to 74 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5","e"
"From 65 to 74 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.3",""
"From 65 to 74 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"From 65 to 74 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 65 to 74 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 65 to 74 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.5",""
"From 65 to 74 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 65 to 74 years","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 65 to 74 years","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"From 65 to 74 years","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 65 to 74 years","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 65 to 74 years","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 65 to 74 years","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.5",""
"From 65 to 74 years","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 65 to 74 years","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 65 to 74 years","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 65 to 74 years","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.3",""
"From 65 to 74 years","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"From 65 to 74 years","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 65 to 74 years","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.0",""
"From 65 to 74 years","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.9",""
"From 65 to 74 years","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.3",""
"From 65 to 74 years","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 65 to 74 years","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 65 to 74 years","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.3",""
"From 65 to 74 years","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 65 to 74 years","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 65 to 74 years","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 65 to 74 years","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"From 65 to 74 years","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.7",""
"From 65 to 74 years","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8","e"
"From 65 to 74 years","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.3",""
"From 65 to 74 years","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 65 to 74 years","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 65 to 74 years","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 65 to 74 years","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 65 to 74 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 65 to 74 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 65 to 74 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.9",""
"From 65 to 74 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 65 to 74 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6",""
"From 65 to 74 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 65 to 74 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 65 to 74 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 65 to 74 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 65 to 74 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 65 to 74 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.7",""
"From 65 to 74 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"From 65 to 74 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 65 to 74 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 65 to 74 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 65 to 74 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 65 to 74 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.5",""
"From 65 to 74 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 65 to 74 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 65 to 74 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 65 to 74 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"From 65 to 74 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 65 to 74 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 65 to 74 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 65 to 74 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.0","e"
"From 65 to 74 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.7",""
"From 65 to 74 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 65 to 74 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.5",""
"From 65 to 74 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 65 to 74 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.5",""
"From 65 to 74 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 65 to 74 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.9",""
"From 65 to 74 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.8",""
"From 65 to 74 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
"From 65 to 74 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"From 65 to 74 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"From 65 to 74 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.3",""
"From 65 to 74 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 65 to 74 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"From 65 to 74 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 65 to 74 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.1",""
"From 65 to 74 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"From 65 to 74 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"From 65 to 74 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.3",""
"From 65 to 74 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","21.4",""
"From 65 to 74 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
"From 65 to 74 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 65 to 74 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"From 65 to 74 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 65 to 74 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"From 65 to 74 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"From 65 to 74 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.6",""
"From 65 to 74 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"From 65 to 74 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.5",""
"65 years or over","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2","e"
"65 years or over","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","17.5",""
"65 years or over","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"65 years or over","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"65 years or over","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"65 years or over","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.1",""
"65 years or over","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4","u"
"65 years or over","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"65 years or over","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.3",""
"65 years or over","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.2",""
"65 years or over","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"65 years or over","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"65 years or over","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.1",""
"65 years or over","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"65 years or over","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
"65 years or over","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"65 years or over","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","19.1",""
"65 years or over","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"65 years or over","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"65 years or over","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.5",""
"65 years or over","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","16.8",""
"65 years or over","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.6",""
"65 years or over","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"65 years or over","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.1",""
"65 years or over","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.4",""
"65 years or over","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.4",""
"65 years or over","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"65 years or over","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
