"SEX","AGE","GEO","UNIT","TIME","ISCED11","Value","Flag and Footnotes"
"Females","From 15 to 29 years","Iceland","Percentage","2014","All ISCED 2011 levels ","7.6",""
"Females","From 15 to 29 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 15 to 29 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 44 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Females","From 15 to 44 years","Belgium","Percentage","2014","All ISCED 2011 levels ","6.5",""
"Females","From 15 to 44 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Females","From 15 to 44 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 15 to 44 years","Denmark","Percentage","2014","All ISCED 2011 levels ","3.2",""
"Females","From 15 to 44 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Females","From 15 to 44 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 44 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 15 to 44 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 15 to 44 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 15 to 44 years","France","Percentage","2014","All ISCED 2011 levels ","6.0",""
"Females","From 15 to 44 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 44 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 15 to 44 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 15 to 44 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 15 to 44 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 44 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Females","From 15 to 44 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 44 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Females","From 15 to 44 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Females","From 15 to 44 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 15 to 44 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Females","From 15 to 44 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 15 to 44 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 44 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","From 15 to 44 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Females","From 15 to 44 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 15 to 44 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 44 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","5.7",""
"Females","From 15 to 44 years","Iceland","Percentage","2014","All ISCED 2011 levels ","7.2",""
"Females","From 15 to 44 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 15 to 44 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 15 to 64 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Females","From 15 to 64 years","Belgium","Percentage","2014","All ISCED 2011 levels ","6.9",""
"Females","From 15 to 64 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 15 to 64 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 15 to 64 years","Denmark","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Females","From 15 to 64 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Females","From 15 to 64 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 15 to 64 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 15 to 64 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 15 to 64 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Females","From 15 to 64 years","France","Percentage","2014","All ISCED 2011 levels ","6.7",""
"Females","From 15 to 64 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 15 to 64 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 15 to 64 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 64 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 64 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 15 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Females","From 15 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 15 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 15 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Females","From 15 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 15 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","From 15 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 15 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.5",""
"Females","From 15 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 15 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","From 15 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 15 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Females","From 15 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","5.0",""
"Females","From 15 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 15 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 25 to 34 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Females","From 25 to 34 years","Belgium","Percentage","2014","All ISCED 2011 levels ","9.1",""
"Females","From 25 to 34 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 25 to 34 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 25 to 34 years","Denmark","Percentage","2014","All ISCED 2011 levels ","5.5",""
"Females","From 25 to 34 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","5.1",""
"Females","From 25 to 34 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 25 to 34 years","Ireland","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Females","From 25 to 34 years","Greece","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 25 to 34 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 25 to 34 years","France","Percentage","2014","All ISCED 2011 levels ","8.1",""
"Females","From 25 to 34 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 25 to 34 years","Italy","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 25 to 34 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 25 to 34 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 25 to 34 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.3",""
"Females","From 25 to 34 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Females","From 25 to 34 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 25 to 34 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","From 25 to 34 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","7.3",""
"Females","From 25 to 34 years","Austria","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 25 to 34 years","Poland","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","From 25 to 34 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 25 to 34 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 25 to 34 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","4.3",""
"Females","From 25 to 34 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 25 to 34 years","Finland","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 25 to 34 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 25 to 34 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","8.6",""
"Females","From 25 to 34 years","Iceland","Percentage","2014","All ISCED 2011 levels ","11.7",""
"Females","From 25 to 34 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 25 to 34 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 35 to 44 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Females","From 35 to 44 years","Belgium","Percentage","2014","All ISCED 2011 levels ","8.3",""
"Females","From 35 to 44 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Females","From 35 to 44 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 35 to 44 years","Denmark","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Females","From 35 to 44 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","3.3",""
"Females","From 35 to 44 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 35 to 44 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 35 to 44 years","Greece","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 35 to 44 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","From 35 to 44 years","France","Percentage","2014","All ISCED 2011 levels ","6.2",""
"Females","From 35 to 44 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 35 to 44 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 35 to 44 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 35 to 44 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 35 to 44 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 35 to 44 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","3.4",""
"Females","From 35 to 44 years","Hungary","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 35 to 44 years","Malta","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Females","From 35 to 44 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.7",""
"Females","From 35 to 44 years","Austria","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 35 to 44 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 35 to 44 years","Portugal","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 35 to 44 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 35 to 44 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 35 to 44 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 35 to 44 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","From 35 to 44 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 35 to 44 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Females","From 35 to 44 years","Iceland","Percentage","2014","All ISCED 2011 levels ","5.1",""
"Females","From 35 to 44 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 35 to 44 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 45 to 54 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Females","From 45 to 54 years","Belgium","Percentage","2014","All ISCED 2011 levels ","6.3",""
"Females","From 45 to 54 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Females","From 45 to 54 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0",""
"Females","From 45 to 54 years","Denmark","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 45 to 54 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 45 to 54 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 45 to 54 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 45 to 54 years","Greece","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Females","From 45 to 54 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 45 to 54 years","France","Percentage","2014","All ISCED 2011 levels ","7.8",""
"Females","From 45 to 54 years","Croatia","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 45 to 54 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 45 to 54 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 45 to 54 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 45 to 54 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 54 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 45 to 54 years","Hungary","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 45 to 54 years","Malta","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 45 to 54 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Females","From 45 to 54 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 45 to 54 years","Poland","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 54 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 45 to 54 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.1",""
"Females","From 45 to 54 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 54 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 45 to 54 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 45 to 54 years","Sweden","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 45 to 54 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 45 to 54 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 45 to 54 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 45 to 54 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 45 to 64 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Females","From 45 to 64 years","Belgium","Percentage","2014","All ISCED 2011 levels ","7.4",""
"Females","From 45 to 64 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Females","From 45 to 64 years","Czechia","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 64 years","Denmark","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Females","From 45 to 64 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 45 to 64 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 45 to 64 years","Ireland","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 45 to 64 years","Greece","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Females","From 45 to 64 years","Spain","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 45 to 64 years","France","Percentage","2014","All ISCED 2011 levels ","7.6",""
"Females","From 45 to 64 years","Croatia","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 45 to 64 years","Italy","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 45 to 64 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 45 to 64 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 45 to 64 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Females","From 45 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Females","From 45 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 45 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","4.5",""
"Females","From 45 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 45 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.3",""
"Females","From 45 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.7",""
"Females","From 45 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.0",""
"Females","From 45 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.4",""
"Females","From 45 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","From 45 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 45 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Females","From 45 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.4",""
"Females","From 45 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 45 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 55 to 64 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","2.8",""
"Females","From 55 to 64 years","Belgium","Percentage","2014","All ISCED 2011 levels ","8.7",""
"Females","From 55 to 64 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 55 to 64 years","Czechia","Percentage","2014","All ISCED 2011 levels ","1.9",""
"Females","From 55 to 64 years","Denmark","Percentage","2014","All ISCED 2011 levels ","3.6",""
"Females","From 55 to 64 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","1.2",""
"Females","From 55 to 64 years","Estonia","Percentage","2014","All ISCED 2011 levels ","0.0",""
"Females","From 55 to 64 years","Ireland","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Females","From 55 to 64 years","Greece","Percentage","2014","All ISCED 2011 levels ","2.7",""
"Females","From 55 to 64 years","Spain","Percentage","2014","All ISCED 2011 levels ","2.4",""
"Females","From 55 to 64 years","France","Percentage","2014","All ISCED 2011 levels ","7.3",""
"Females","From 55 to 64 years","Croatia","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 55 to 64 years","Italy","Percentage","2014","All ISCED 2011 levels ","2.1",""
"Females","From 55 to 64 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","2.2",""
"Females","From 55 to 64 years","Latvia","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 55 to 64 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 55 to 64 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","3.8",""
"Females","From 55 to 64 years","Hungary","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Females","From 55 to 64 years","Malta","Percentage","2014","All ISCED 2011 levels ","1.8",""
"Females","From 55 to 64 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","5.0",""
"Females","From 55 to 64 years","Austria","Percentage","2014","All ISCED 2011 levels ","0.9",""
"Females","From 55 to 64 years","Poland","Percentage","2014","All ISCED 2011 levels ","1.7",""
"Females","From 55 to 64 years","Portugal","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 55 to 64 years","Romania","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 55 to 64 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","From 55 to 64 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","0.2",""
"Females","From 55 to 64 years","Finland","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","From 55 to 64 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.6",""
"Females","From 55 to 64 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","2.6",""
"Females","From 55 to 64 years","Iceland","Percentage","2014","All ISCED 2011 levels ","1.6",""
"Females","From 55 to 64 years","Norway","Percentage","2014","All ISCED 2011 levels ",":","u"
"Females","From 55 to 64 years","Turkey","Percentage","2014","All ISCED 2011 levels ","0.8",""
"Females","From 65 to 74 years","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","5.2",""
"Females","From 65 to 74 years","Belgium","Percentage","2014","All ISCED 2011 levels ","17.2",""
"Females","From 65 to 74 years","Bulgaria","Percentage","2014","All ISCED 2011 levels ","5.8",""
"Females","From 65 to 74 years","Czechia","Percentage","2014","All ISCED 2011 levels ","2.9",""
"Females","From 65 to 74 years","Denmark","Percentage","2014","All ISCED 2011 levels ","7.3",""
"Females","From 65 to 74 years","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","From 65 to 74 years","Estonia","Percentage","2014","All ISCED 2011 levels ","2.0",""
"Females","From 65 to 74 years","Ireland","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Females","From 65 to 74 years","Greece","Percentage","2014","All ISCED 2011 levels ","4.5",""
"Females","From 65 to 74 years","Spain","Percentage","2014","All ISCED 2011 levels ","4.8",""
"Females","From 65 to 74 years","France","Percentage","2014","All ISCED 2011 levels ","11.2",""
"Females","From 65 to 74 years","Croatia","Percentage","2014","All ISCED 2011 levels ","3.1",""
"Females","From 65 to 74 years","Italy","Percentage","2014","All ISCED 2011 levels ","4.2",""
"Females","From 65 to 74 years","Cyprus","Percentage","2014","All ISCED 2011 levels ","3.2",""
"Females","From 65 to 74 years","Latvia","Percentage","2014","All ISCED 2011 levels ","2.3",""
"Females","From 65 to 74 years","Lithuania","Percentage","2014","All ISCED 2011 levels ","2.5",""
"Females","From 65 to 74 years","Luxembourg","Percentage","2014","All ISCED 2011 levels ","6.0",""
"Females","From 65 to 74 years","Hungary","Percentage","2014","All ISCED 2011 levels ","7.4",""
"Females","From 65 to 74 years","Malta","Percentage","2014","All ISCED 2011 levels ","13.0",""
"Females","From 65 to 74 years","Netherlands","Percentage","2014","All ISCED 2011 levels ","13.5",""
"Females","From 65 to 74 years","Austria","Percentage","2014","All ISCED 2011 levels ","2.2",""
"Females","From 65 to 74 years","Poland","Percentage","2014","All ISCED 2011 levels ","3.4",""
"Females","From 65 to 74 years","Portugal","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Females","From 65 to 74 years","Romania","Percentage","2014","All ISCED 2011 levels ","3.2",""
"Females","From 65 to 74 years","Slovenia","Percentage","2014","All ISCED 2011 levels ","5.3",""
"Females","From 65 to 74 years","Slovakia","Percentage","2014","All ISCED 2011 levels ","4.1",""
"Females","From 65 to 74 years","Finland","Percentage","2014","All ISCED 2011 levels ","3.9",""
"Females","From 65 to 74 years","Sweden","Percentage","2014","All ISCED 2011 levels ","0.5",""
"Females","From 65 to 74 years","United Kingdom","Percentage","2014","All ISCED 2011 levels ","4.0",""
"Females","From 65 to 74 years","Iceland","Percentage","2014","All ISCED 2011 levels ","5.2",""
"Females","From 65 to 74 years","Norway","Percentage","2014","All ISCED 2011 levels ","6.6",""
"Females","From 65 to 74 years","Turkey","Percentage","2014","All ISCED 2011 levels ","1.1",""
"Females","65 years or over","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","12.5",""
"Females","65 years or over","Belgium","Percentage","2014","All ISCED 2011 levels ","28.5",""
"Females","65 years or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","7.8",""
"Females","65 years or over","Czechia","Percentage","2014","All ISCED 2011 levels ","9.1",""
"Females","65 years or over","Denmark","Percentage","2014","All ISCED 2011 levels ","17.4",""
"Females","65 years or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","7.9",""
"Females","65 years or over","Estonia","Percentage","2014","All ISCED 2011 levels ","4.6",""
"Females","65 years or over","Ireland","Percentage","2014","All ISCED 2011 levels ","12.1",""
"Females","65 years or over","Greece","Percentage","2014","All ISCED 2011 levels ","9.3",""
"Females","65 years or over","Spain","Percentage","2014","All ISCED 2011 levels ","15.4",""
"Females","65 years or over","France","Percentage","2014","All ISCED 2011 levels ","24.2",""
"Females","65 years or over","Croatia","Percentage","2014","All ISCED 2011 levels ","7.3",""
"Females","65 years or over","Italy","Percentage","2014","All ISCED 2011 levels ","13.1",""
"Females","65 years or over","Cyprus","Percentage","2014","All ISCED 2011 levels ","12.2",""
"Females","65 years or over","Latvia","Percentage","2014","All ISCED 2011 levels ","6.9",""
"Females","65 years or over","Lithuania","Percentage","2014","All ISCED 2011 levels ","6.3",""
"Females","65 years or over","Luxembourg","Percentage","2014","All ISCED 2011 levels ","9.1",""
"Females","65 years or over","Hungary","Percentage","2014","All ISCED 2011 levels ","12.6",""
"Females","65 years or over","Malta","Percentage","2014","All ISCED 2011 levels ","29.8",""
"Females","65 years or over","Netherlands","Percentage","2014","All ISCED 2011 levels ","28.0",""
"Females","65 years or over","Austria","Percentage","2014","All ISCED 2011 levels ","6.6",""
"Females","65 years or over","Poland","Percentage","2014","All ISCED 2011 levels ","8.5",""
"Females","65 years or over","Portugal","Percentage","2014","All ISCED 2011 levels ","7.3",""
"Females","65 years or over","Romania","Percentage","2014","All ISCED 2011 levels ","5.7",""
"Females","65 years or over","Slovenia","Percentage","2014","All ISCED 2011 levels ","10.4",""
"Females","65 years or over","Slovakia","Percentage","2014","All ISCED 2011 levels ","7.9",""
"Females","65 years or over","Finland","Percentage","2014","All ISCED 2011 levels ","16.1",""
"Females","65 years or over","Sweden","Percentage","2014","All ISCED 2011 levels ","6.2",""
"Females","65 years or over","United Kingdom","Percentage","2014","All ISCED 2011 levels ","8.3",""
"Females","65 years or over","Iceland","Percentage","2014","All ISCED 2011 levels ","18.5",""
"Females","65 years or over","Norway","Percentage","2014","All ISCED 2011 levels ","13.9",""
"Females","65 years or over","Turkey","Percentage","2014","All ISCED 2011 levels ","2.2",""
"Females","75 years or over","European Union (current composition)","Percentage","2014","All ISCED 2011 levels ","20.0",""
"Females","75 years or over","Belgium","Percentage","2014","All ISCED 2011 levels ","37.9",""
"Females","75 years or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","10.8",""
"Females","75 years or over","Czechia","Percentage","2014","All ISCED 2011 levels ","18.0",""
"Females","75 years or over","Denmark","Percentage","2014","All ISCED 2011 levels ","30.9",""
"Females","75 years or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","13.4",""
"Females","75 years or over","Estonia","Percentage","2014","All ISCED 2011 levels ","7.0",""
"Females","75 years or over","Ireland","Percentage","2014","All ISCED 2011 levels ","22.9",""
"Females","75 years or over","Greece","Percentage","2014","All ISCED 2011 levels ","13.5",""
"Females","75 years or over","Spain","Percentage","2014","All ISCED 2011 levels ","25.4",""
"Females","75 years or over","France","Percentage","2014","All ISCED 2011 levels ","37.0",""
"Females","75 years or over","Croatia","Percentage","2014","All ISCED 2011 levels ","11.5",""
"Females","75 years or over","Italy","Percentage","2014","All ISCED 2011 levels ","20.7",""
